Index	NumberPSM	Gene	MaxPepProb	ReferenceIntensity	C10_A1_1	SVEC_A1_1	SVEC_A1_2	C10_A1_2	Control_A1	SVEC_A1_3	SVEC_A1_4	C10_A1_3	C10_A1_4	C10_A2_1	SVEC_A2_1	SVEC_A2_2	C10_A2_2	Control_A2	SVEC_A2_3	SVEC_A2_4	C10_A2_3	C10_A2_4	C10_B1_1	SVEC_B1_1	SVEC_B1_2	C10_B1_2	Control_B1	SVEC_B1_3	SVEC_B1_4	C10_B1_3	C10_B1_4	C10_B2_1	SVEC_B2_1	SVEC_B2_2	C10_B2_2	Control_B2	SVEC_B2_3	SVEC_B2_4	C10_B2_3	C10_B2_4	C10_C1_1	SVEC_C1_1	SVEC_C1_2	C10_C1_2	Control_C1	SVEC_C1_3	SVEC_C1_4	C10_C1_3	C10_C1_4	C10_C2_1	SVEC_C2_1	SVEC_C2_2	C10_C2_2	Control_C2	SVEC_C2_3	SVEC_C2_4	C10_C2_3	C10_C2_4	C10_A3_1	SVEC_A3_1	SVEC_A3_2	C10_A3_2	Control_A3	SVEC_A3_3	SVEC_A3_4	C10_A3_3	C10_A3_4	C10_A4_1	SVEC_A4_1	SVEC_A4_2	C10_A4_2	Control_A4	SVEC_A4_3	SVEC_A4_4	C10_A4_3	C10_A4_4	C10_B3_1	SVEC_B3_1	SVEC_B3_2	C10_B3_2	Control_B3	SVEC_B3_3	SVEC_B3_4	C10_B3_3	C10_B3_4	C10_B4_1	SVEC_B4_1	SVEC_B4_2	C10_B4_2	Control_B4	SVEC_B4_3	SVEC_B4_4	C10_B4_3	C10_B4_4	C10_C3_1	SVEC_C3_1	SVEC_C3_2	C10_C3_2	Control_C3	SVEC_C3_3	SVEC_C3_4	C10_C3_3	C10_C3_4	C10_C4_1	SVEC_C4_1	SVEC_C4_2	C10_C4_2	Control_C4	SVEC_C4_3	SVEC_C4_4	C10_C4_3	C10_C4_4	C10_A5_1	SVEC_A5_1	SVEC_A5_2	C10_A5_2	Control_A5	SVEC_A5_3	SVEC_A5_4	C10_A5_3	C10_A5_4	C10_A6_1	SVEC_A6_1	SVEC_A6_2	C10_A6_2	Control_A6	SVEC_A6_3	SVEC_A6_4	C10_A6_3	C10_A6_4	C10_B5_1	SVEC_B5_1	SVEC_B5_2	C10_B5_2	Control_B5	SVEC_B5_3	SVEC_B5_4	C10_B5_3	C10_B5_4	C10_B6_1	SVEC_B6_1	SVEC_B6_2	C10_B6_2	Control_B6	SVEC_B6_3	SVEC_B6_4	C10_B6_3	C10_B6_4	C10_C5_1	SVEC_C5_1	SVEC_C5_2	C10_C5_2	Control_C5	SVEC_C5_3	SVEC_C5_4	C10_C5_3	C10_C5_4	C10_C6_1	SVEC_C6_1	SVEC_C6_2	C10_C6_2	Control_C6	SVEC_C6_3	SVEC_C6_4	C10_C6_3	C10_C6_4	C10_A7_1	SVEC_A7_1	SVEC_A7_2	C10_A7_2	Control_A7	SVEC_A7_3	SVEC_A7_4	C10_A7_3	C10_A7_4	C10_A8_1	SVEC_A8_1	SVEC_A8_2	C10_A8_2	Control_A8	SVEC_A8_3	SVEC_A8_4	C10_A8_3	C10_A8_4	C10_B7_1	SVEC_B7_1	SVEC_B7_2	C10_B7_2	Control_B7	SVEC_B7_3	SVEC_B7_4	C10_B7_3	C10_B7_4	C10_B8_1	SVEC_B8_1	SVEC_B8_2	C10_B8_2	Control_B8	SVEC_B8_3	SVEC_B8_4	C10_B8_3	C10_B8_4	C10_C7_1	SVEC_C7_1	SVEC_C7_2	C10_C7_2	Control_C7	SVEC_C7_3	SVEC_C7_4	C10_C7_3	C10_C7_4	C10_C8_1	SVEC_C8_1	SVEC_C8_2	C10_C8_2	Control_C8	SVEC_C8_3	SVEC_C8_4	C10_C8_3	C10_C8_4	Contaminants	no cut-off	30% cut-off	50% cut-off	70% cut-off
P08249	404	Mdh2	1	26.12947145	25.49660227	25.5345706	25.73369271	NA	NA	25.90006071	25.11976258	25.76331712	25.78481296	25.29694475	25.55216868	25.7081893	24.76353705	25.92791543	25.46143349	26.49786222	25.53423575	25.64954443	26.30978173	26.27035128	25.52747683	25.50036151	25.68251725	25.75707115	25.2636382	25.15401794	25.49644129	25.40587071	25.32179501	25.72592063	25.85355472	25.74281352	25.16448912	25.88222876	25.61946652	25.78810503	25.1522962	26.09867293	25.57673998	26.0349434	25.00588267	26.09643281	26.11082584	25.60215822	25.65308531	25.80837522	26.25694468	25.95363276	25.33630158	25.50570563	25.43503243	25.86496719	26.08703021	26.30675322	25.95460621	25.17283939	25.62956078	25.3858537	25.33066178	25.4180511	26.01660005	25.46003567	25.78623688	24.82255127	25.38721322	24.92192314	25.1387502	25.88753383	25.29453783	26.06599692	25.37052484	24.73228336	25.9969545	26.13598877	26.24795794	25.05473728	25.88537861	25.46852701	25.33872227	25.70288415	26.20670809	25.77308819	25.12760261	25.22787011	25.01949974	26.12332451	25.4453867	25.37390406	26.64398388	26.5177944	25.36860737	25.41428609	25.39920242	26.03004421	25.24431679	25.24583773	26.44656751	24.54106548	25.70861734	25.17107102	25.80373573	26.39971618	24.96058239	25.18744075	25.34744542	25.49672512	25.54454792	25.18655428	25.48133299	24.98205785	26.12784541	25.62497652	25.57270836	25.03181833	25.18154174	24.99630603	24.54013692	25.02307487	26.11796537	25.02846287	25.47990328	25.38632778	25.29081509	25.31264288	25.93475942	24.68189525	26.46784147	25.24941195	25.15211821	25.56850655	25.73048046	25.29563658	25.20717213	25.24552287	25.33724693	25.87069584	25.16461584	24.47621688	24.94948243	25.26407309	25.19861288	25.51133503	26.47094013	25.67124062	25.4406111	25.63343274	25.71641048	25.28822059	25.79414382	24.89202625	25.01123965	25.34064681	26.61155459	25.36274665	26.00231171	25.23290367	25.85369867	25.11806221	25.38618348	25.63308255	25.39047366	26.63331878	25.60989475	25.78221468	25.29814463	25.40736248	24.98453074	25.60789876	25.50382407	25.90525443	25.70610155	26.45189642	25.81775825	26.00442904	24.91193334	25.91432536	25.24951558	25.56012933	25.20873702	26.77299223	25.60219443	26.11990372	26.26386341	25.66885371	25.1066611	25.41720687	25.24144382	25.58980822	25.30778418	25.30865048	24.82273999	25.45779431	25.07616992	24.47842503	25.05501904	25.6285698	25.38333397	25.21047522	26.21228095	25.56619497	25.71748394	25.03320858	25.23338314	25.72195501	25.77180471	25.20174644	26.78737746	25.10035676	25.83574321	25.74978405	25.59030172	24.79257113	25.01141625	25.31968834	25.76341204	26.4184335		Mdh2	Mdh2	Mdh2	Mdh2
P06801	40	Me1	1	20.94746394	21.50997024	21.26957818	21.47343746	21.36451202	NA	20.56892889	21.64614089	21.18857632	20.42787762	21.25689035	21.27516683	NA	21.5799515	NA	21.88770119	21.38121418	20.93231952	21.72332596	NA	20.43021161	21.23010426	21.79445299	NA	22.15292465	20.07337256	20.60071411	20.51143019	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.88464571	20.89918598	21.35449568	NA	21.80408427	21.52870825	22.39804127	21.45518328	21.67497589	21.51305445	NA	NA	NA	NA	NA	20.80383996	20.54289452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.55660536	21.29565982	21.57288817	NA	NA	22.3910153	NA	NA	21.36474667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.59906965	22.2815511	21.49996168	NA	22.16580298	20.98187387	21.43252157	21.08790887	21.35472648	21.34824904	21.4475819	NA	NA	NA	20.98640461	20.43662022	20.5320957	20.94111507	21.33903493	19.53500252	20.89254123	20.95116233	NA	21.12304076	20.77174189	20.83854067	20.82275732	20.94588363	20.16447486	20.25962477	20.9307549	NA	21.06779349	21.39110241	21.25258999	20.87371106	NA	21.23892364	22.06770315	NA	NA	22.78455769	21.22272245	22.12451622	21.32727195	NA	21.84340342	21.82677462	22.62288813	21.95892823	21.69116569	21.71744954	21.65416396	21.82394345	21.28863597	21.58116853	21.54460504	21.49347108	22.00553763	21.34626239	22.3584872	21.09654283	21.66832519	21.00675964	22.02290101	21.46767722	21.74572617	22.20245523	21.36561607	23.32710969	21.38878384	21.87158379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.16564377	21.22631854	NA	NA	21.50341023	21.16613752	21.16789411	20.6135613	20.74769571	20.73627752	20.50156471	NA	NA	20.88127505	21.06374074	20.90324985	20.79284068	20.56145289	21.1921021	20.30391783	NA	NA	20.69901267	20.71042779	20.87448273	20.69037726	20.6912911	20.18794505	20.54560055	20.87667524	NA	20.77046927	20.02096382	20.38911845	NA	20.03722952	21.09295055	20.41764112	NA	NA	19.41134519	19.84607198	20.99172883	20.54082559		Me1	Me1	Me1	Me1
Q9ERE7	60	Mesd	1	22.62703172	23.97616601	24.30554963	NA	NA	NA	NA	NA	23.68384631	NA	23.98165816	23.22780155	NA	NA	NA	NA	NA	NA	NA	23.27349672	22.58767364	22.30629365	22.41654559	22.33528436	22.39071291	22.58567196	23.1593386	23.01656755	NA	NA	NA	NA	NA	NA	NA	23.91803449	24.27816136	22.75496886	22.15062815	22.99667852	NA	22.4002051	22.19018005	22.25608478	23.29868842	23.01594552	22.84442202	22.52561351	23.08500254	22.72015513	NA	22.96884175	23.20401458	23.36874746	22.545773	NA	23.10499144	NA	NA	23.46863344	NA	NA	23.69557072	22.71489442	23.20836024	22.65148723	23.35845283	22.29324065	NA	22.94779994	21.58604207	22.74304945	22.71269982	23.09292919	23.3010004	23.47400741	23.38576828	NA	22.76067386	21.65853409	22.88498099	24.11087098	22.71181125	22.11112262	21.96568959	22.28108264	22.04604806	21.82381201	22.34110999	22.2930523	22.52142394	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.89530053	22.78936329	23.01974196	23.51359006	22.65389193	22.6605481	22.26453858	22.99171971	23.03647956	22.80161213	22.59207114	22.27642471	22.34138635	22.92437746	23.05423185	22.91786132	22.36684981	22.6500938	22.44609838	22.50268117	21.91523816	21.66594096	NA	22.02862403	22.26257159	22.63882523	22.7239758	22.83671687	23.64237398	22.30892266	22.69789853	22.57300885	22.24367965	22.27339841	22.82757639	22.47798303	23.40768066	22.99532132	23.44607729	22.94232074	22.08049929	23.08544036	22.69184906	22.68361924	22.49994083	21.53836258	22.58629563	21.91063186	22.37002978	22.14871089	22.30008606	21.66328026	22.06587531	22.13861588	23.7608683	24.29245407	23.3952143	23.82101214	22.24924951	22.698112	22.91801833	23.49694639	23.45023203	23.44632704	23.55353541	22.67012589	22.75919377	22.31263437	22.86330178	23.33528784	23.13714296	22.96616618	21.70610058	22.50342714	21.77766514	22.4114347	21.94173491	22.88096095	22.32683517	22.68536474	21.89727735	22.86518757	22.80763402	23.01540131	22.66875033	22.06975491	22.96230017	23.08530126	22.75574221	22.79636806	22.38660475	22.26266542	22.74511708	22.30635507	22.20049217	22.33602833	23.00335867	22.39768178	22.78289735	21.94239365	22.51331497	22.33222837	NA	NA	21.8364066	22.25079745	22.60043658	22.5003467	24.01252808	23.97591317	23.69930066	24.1229924	21.74764749	23.74465755	23.77495295	24.38975116	24.30440524		Mesd	Mesd	Mesd	Mesd
P34884	118	Mif	1	25.41365949	22.44948645	23.3706733	23.17242319	23.98943546	NA	24.6287933	24.75489131	22.60351111	24.28146612	22.67649383	23.68309439	25.27481719	22.6283465	24.15357363	23.15176577	25.01872311	23.0338471	22.10136567	23.4810684	23.64043706	24.27849095	24.01975172	23.97224926	23.16409572	23.21333944	24.79140524	23.89287022	24.31740998	24.39930978	24.06618884	24.99437425	25.3867261	24.63719767	24.48474673	24.01200805	25.17173072	22.92579492	23.43353684	21.6987299	24.11736455	23.93502653	23.45820635	23.92676572	23.19765371	23.28154006	22.6140064	24.21422763	22.68519064	22.90812255	23.89065295	24.98467261	23.24657601	23.07134564	24.39571502	24.67101215	23.11305195	23.79849524	23.19082384	24.83615987	24.45539687	24.63370887	24.231629	24.17579962	23.31244743	22.65281657	22.7110158	23.389255	23.97741447	23.70479843	23.20651646	23.25150525	23.36145153	24.13150962	24.29878311	23.52026425	23.31747494	24.20934618	23.24215455	24.6367988	23.46764552	24.3409481	23.95694232	25.39936824	23.0328282	25.54257734	25.71177083	25.45586165	25.19044895	25.85159034	25.50677142	23.01590831	24.1578949	23.55447718	24.00084969	23.92226364	23.19688344	23.81071591	24.23681683	23.62978795	23.758036	23.01259504	25.03353188	24.36542204	25.59376671	23.54901954	23.82866913	22.64916716	24.6457334	24.52126974	23.72855669	23.39064506	23.77832424	24.62364493	23.34457753	24.4405223	24.27224032	23.93235874	22.96725953	21.68141891	21.69030335	23.62362024	NA	24.36227676	23.54726446	23.59959131	23.34479253	24.30454219	22.13551008	23.04681058	23.6277641	24.60038396	23.47414372	23.66507202	23.8117136	24.28597886	25.66181874	24.31640565	24.09395874	25.1689461	25.8666113	24.19694278	23.58545154	25.86331914	24.20982744	24.31718378	24.75608701	24.57930079	24.20586203	25.55979845	24.58631096	24.53622931	25.02523133	25.44617196	24.80480539	24.25207984	23.1391985	23.96473898	24.12324383	24.88881834	23.53378722	24.17457445	24.96138187	24.64680115	25.04120591	24.43206339	24.69094887	25.73588247	24.81194156	24.04397187	25.02310697	23.85541444	27.67555777	26.18991479	24.73706548	26.53859014	26.72779162	24.97015377	26.26634602	26.52975009	26.44886636	24.77990719	24.76910769	25.11980462	24.4848274	25.046005	24.69808124	25.22898341	25.2844644	24.89869426	25.01584078	24.69093216	24.71014419	24.53466164	25.55162368	25.17660983	24.72782488	24.50740268	24.09959886	25.13563983	24.7939655	24.731018	25.08939079	25.50229297	25.41707175	25.05271619	26.30877759	25.40253574	24.15123821	26.06901841	25.45698038	24.94524843	25.49209049	25.53113773	23.89047537	24.38293054	26.47316503		Mif	Mif	Mif	Mif
Q6ZQI3	53	Mlec	1	21.75080008	20.99796589	21.07129699	21.2353376	NA	23.00083023	21.08049216	21.66123103	20.87297796	20.67409117	21.40177936	21.78392439	NA	22.14200179	NA	22.04839409	22.46723112	21.70937771	22.02278414	NA	20.92437775	21.37530764	NA	NA	21.05433961	21.44274522	21.05290218	20.80965149	21.00003479	21.87079405	21.35669955	22.42113172	22.1325338	21.14499582	21.29605603	21.05813043	21.03299564	NA	NA	20.9945988	NA	NA	21.31490041	NA	21.66637229	20.13972031	21.69217952	22.02394447	21.3583918	21.93791423	NA	22.31321297	21.97630917	22.24412177	23.02523118	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.08409377	21.0608	21.4939922	21.94389941	21.67554253	21.24529845	21.44129379	21.03635543	20.44584332	21.64189491	NA	21.6249539	NA	NA	NA	22.08795109	21.00442026	20.95680867	21.26598667	NA	20.77461794	NA	21.93534954	21.06960248	20.3693572	21.52855647	21.5779063	20.45174167	NA	20.81313293	22.0858608	21.75080008	21.26044314	21.13427794	21.7954971	20.99202024	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.55404001	21.30582242	21.03688368	NA	22.01538129	21.38072836	21.59176339	21.02658962	21.06697924	20.18709866	20.77455585	21.27258884	21.64653773	21.87724022	21.1773421	NA	21.34923289	20.54735919	21.69345391	21.5536533	21.91887325	21.88369012	21.97759457	21.21936523	21.3632404	21.43588531	21.09141465	22.01991037	22.06244905	21.68338356	22.22978373	21.77778671	21.47104444	22.04378277	22.28149014	21.98169005	21.58803783	21.76996569	21.03029189	21.89942675	NA	21.53961183	21.54745245	21.77093622	22.12340233	21.0928563	21.37819124	21.63906444	22.31341113	NA	21.544429	22.08596558	21.69422705	22.42085832	20.95976689	22.19696361	21.63381376	22.39930421	NA	21.85818047	21.56652899	21.76073206	21.57961777	NA	NA	NA	NA	NA	NA	NA	20.7439867	21.59179093	20.65604731	NA	NA	NA	NA	21.59141676	NA	21.18849462	21.01719525	NA	21.01145984	20.25905023	21.65646475	NA	NA	21.13254311	20.63550094	NA	22.65025377	23.11535229	22.18676259	NA	21.66127329	21.80707716	21.44179069	23.92103036	23.58788819	22.33963233	21.62778484	21.64013782	NA	NA	21.55567087	21.1776332	21.00662315	22.15072714		Mlec	Mlec	Mlec	Mlec
P0DOV1	20	Mnda	0.9997	21.06259513	21.42438985	22.20296145	21.77811866	NA	NA	21.69914637	21.90711513	21.1524484	19.76363228	21.5273076	22.54972716	23.12533639	21.41589488	22.22168484	22.882187	22.49872473	21.39898414	20.63234254	22.21018327	22.30610492	22.62222578	21.22198768	21.83903341	22.61309596	23.34779517	20.91890738	21.20645918	20.90166684	22.39581629	22.04664132	21.30731632	21.90549739	22.30550822	22.28997512	20.82966167	19.99265333	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.79799702	21.4380071	21.78047464	NA	21.61466158	22.60620836	24.03532337	20.39620542	20.25918	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.73636141	23.10785437	22.268958	21.82691285	22.16125533	23.09026457	23.47617672	20.88785756	21.38580901	21.02750397	22.16045758	22.67502299	NA	21.55979756	20.94828151	21.46056689	20.57100814	20.92921313	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.58591221	22.18827765	21.54944906	20.58774517	21.99788445	21.88912477	21.96640193	21.5905261	21.26401924	21.17504682	22.37270128	22.56627646	20.65160509	21.49824719	22.29374979	22.00014954	20.80355136	20.71667124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.53761153	22.26003003	22.39473458	21.01834523	22.04076115	23.09733267	25.00252256	20.640848	19.62426588	22.01328948	22.75208024	22.64070616	21.60357222	21.97910039	23.36274734	25.09184004	20.83610557	20.08025719	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.83092699	21.82485101	21.36775965	20.94614094	21.46501858	22.64570765	23.93696877	20.31260128	20.79274397	21.77433676	22.87232639	22.93247566	21.50724183	22.67112557	23.2343481	25.38862832	21.28028965	20.39985439	21.79596004	21.90433026	22.28127013	21.41806362	22.05442701	22.81930795	24.33937352	20.66441496	20.33027904	20.65885166	21.6495546	21.96915005	20.46978499	21.97571395	22.53900963	24.35479303	20.82616458	20.27683863	23.04864033	24.24922341	24.16680878	22.39782547	23.22540935	24.56220782	26.25005327	21.87956252	21.69964188	21.60519001	21.93429911	22.399177	21.43910648	22.03974862	23.19442687	24.25525239	20.72656714	NA	20.19138461	22.06310708	22.23099844	20.85041642	21.75799687	22.2901723	23.31588332	20.71367489	20.16689928		Mnda	Mnda	Mnda	Mnda
P97434	33	Mprip	1	22.57125782	23.55383333	23.29502483	22.80015055	NA	NA	NA	22.91608942	22.86261715	23.64956043	22.64925114	22.97118646	NA	NA	22.42157246	NA	23.24995338	22.65243585	21.31318111	NA	NA	23.22555665	NA	NA	23.69156849	22.7806158	23.40590257	24.13473458	23.21469299	23.09570789	22.74934589	NA	NA	23.03544673	23.1651129	23.28574289	22.47548171	23.08211366	23.29486187	22.73349271	NA	NA	23.52745412	22.9746694	23.76315072	23.57923285	23.42098312	NA	23.17881691	23.60456866	NA	NA	23.78086528	22.85495561	23.52472173	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.90411256	NA	NA	NA	NA	NA	22.67408447	22.02981543	22.68650478	NA	23.39566853	22.51220209	NA	NA	23.73188698	NA	22.87288539	23.31896216	NA	NA	NA	NA	NA	NA	23.54098863	22.80420164	NA	23.9908611	23.08573613	22.94703396	23.81869574	NA	24.66823058	NA	25.32365822	23.57939415	NA	22.3747791	22.64072846	22.86022072	NA	22.61781434	22.54533347	21.89371958	NA	23.09164476	23.42418892	23.22913636	NA	NA	23.66898153	23.79399227	23.98296325	23.65557823	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.67245342	22.83141098	NA	23.51277426	NA	23.63471524	23.04299954	23.97395369	23.36368607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.34846915	22.55630715	22.84475271	NA	22.58112698	22.99848686	23.2219773	22.89360839	22.46864797	23.44014847	22.3024589	NA	NA	23.58290008	22.78599908	23.38786025	NA	22.59251153	22.51341734	22.00507369	NA	NA	22.76685134	22.42993293	22.62402033	23.18309374	23.00727683	23.29909855	22.78836123	23.66414363	23.18055632	23.56105208	22.33392661	23.67462001	23.10874857	24.26841175	23.85637933	23.5770082	23.88256518	NA	24.05351011	23.61704774	23.99480976	23.82383837	23.56324055	23.00968379	23.16610276	NA	NA	23.40800162	22.56223225	23.68282159	23.57078101	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.75162424	22.08689415	NA	NA	NA	23.20985977	22.40060123	23.13955065	23.08803326		Mprip	Mprip	Mprip	Mprip
Q99J99	34	Mpst	1	20.71629846	20.91398706	20.74991549	20.23502755	NA	NA	21.76885633	20.52893992	20.89940473	20.84015191	21.20434008	21.42852946	NA	22.55259646	NA	20.21874178	20.99831649	21.34814056	20.49878771	21.46458486	21.32523079	21.92882284	21.64395302	NA	21.22447216	21.10010004	21.43210121	21.30110523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.86225349	NA	NA	NA	NA	20.71815937	21.05154054	NA	NA	21.28030323	NA	NA	21.79301681	21.73377174	22.30404101	NA	21.22674932	21.48376718	21.82513205	22.33469885	NA	21.24413646	21.26092069	21.61564718	21.70942881	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.83316601	21.02437911	21.53552895	22.17712168	NA	21.29286899	21.07723182	21.03291989	21.16835498	21.18412137	21.6554029	22.19902622	22.31607462	21.94118243	21.92194228	21.6820648	21.2085589	21.30123356	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.49828691	22.77441094	22.47122811	22.45298519	21.54619742	22.11080949	22.40766699	22.39673158	22.64075064	23.52601956	22.89435834	22.14298862	23.81259411	22.25262043	22.07464946	22.46816845	23.74863384	22.08946306	23.67835251	24.06463098	23.90959389	22.8690277	22.48138428	23.68648778	23.83820822	23.43025709	23.63471121	NA	NA	19.11356413	NA	NA	NA	19.95085726	20.28018762	20.44562365	21.97598963	21.79077981	21.875542	22.26882613	21.80318448	21.91907213	22.05513059	21.8577936	21.58401807	21.67219386	21.2583018	21.83173788	22.18948509	NA	21.28134319	21.09570874	21.07710065	21.55949949	20.46704963	20.72173259	21.49816201	21.77506955	NA	20.78086543	21.79550357	22.03916983	21.552091	21.06858354	21.73136965	20.81760144	NA	NA	22.45381059	21.86781487	21.55891229	21.18757356	22.03351308	21.39903493	20.86785286	21.16150901	21.36822798	22.43911845	21.81643991	22.33603282	22.002143	20.99728973	20.8633299	22.1950458	21.78182529	21.6547383	21.73773904	21.27131039	21.72747077	21.48984122		Mpst	Mpst	Mpst	Mpst
Q9DB15	47	Mrpl12	1	22.17634113	20.91039338	20.48473789	21.41349923	NA	NA	21.81727191	21.75767842	21.40224377	NA	22.0424637	21.69507417	NA	NA	NA	21.65928755	21.79050875	21.17951465	20.79147648	23.10388175	22.01181902	21.38383499	21.95095462	NA	21.39827982	22.01191078	22.25224246	23.00926489	23.11213145	23.41129775	22.99930655	24.14228152	24.04234996	22.35250045	22.79907555	22.89091428	23.30030955	22.55747811	21.6685832	21.75971382	NA	NA	21.4998792	22.18455078	21.8113637	22.26513353	22.23694639	22.34798295	21.76439556	22.49135214	22.392006	22.15389312	22.10141319	21.78277293	23.05115745	23.03653664	23.13279006	23.51053029	NA	23.95061705	22.40883264	23.54651835	21.30371865	23.56826427	22.26044374	21.52471016	21.27884667	NA	22.78380505	NA	21.65044206	22.34174689	21.7481067	22.79715375	21.98991559	22.77522602	22.62606222	NA	21.68867238	22.05832908	22.93279976	22.50534966	22.355821	22.29929976	21.72458546	NA	23.48109341	21.71701308	22.86989606	22.45706252	22.92067567	22.39140877	20.74827253	22.13128544	NA	NA	21.76687248	21.9931695	21.65006629	21.94157183	21.93002869	20.69194682	21.78132529	NA	NA	NA	19.81614098	21.74486386	21.31550298	22.56986575	22.25502704	22.94187197	NA	NA	22.04482695	22.68403941	23.22922733	21.91076165	22.40282379	23.06674387	23.34638705	22.54950448	23.11312858	22.57204855	22.83982795	22.71223972	22.97656526	21.9913559	22.14612391	21.05080299	22.29299595	NA	21.94848361	20.88471596	21.88810518	21.54206506	22.4340886	21.61157173	21.24956952	NA	NA	22.42209677	21.59328836	22.3258855	21.63964711	22.85780411	22.4493991	21.93931083	NA	NA	22.36333783	21.98464314	21.55274713	22.08010275	22.09897363	22.06460814	22.39867222	NA	22.32078542	22.09122464	21.81541645	21.89630324	22.63274487	22.38806826	21.10063775	22.16080959	21.59367174	NA	21.96794532	22.10836293	22.4965474	22.40720312	NA	NA	NA	NA	NA	NA	NA	23.963155	NA	22.0823865	22.06510616	22.28878138	23.11647949	NA	21.57333514	22.63201274	21.37985778	22.13941709	20.6758712	21.57095973	22.05471527	21.64426859	NA	23.47076669	21.67879005	21.75395884	22.30947867	22.13902702	21.41743295	21.63060392	NA	NA	21.84273217	21.10921069	NA	21.96393004	22.51588844	21.93764081	NA	22.97566296	NA	21.8187319	21.11002112	21.98428879	22.64716943		Mrpl12	Mrpl12	Mrpl12	Mrpl12
P26041	348	Msn	1	24.56259983	24.044568	24.19540326	23.95882622	NA	NA	23.37940954	23.90823731	23.84188832	24.13191036	24.34494224	24.21265291	23.79460121	23.96621885	23.78178806	23.99013052	24.43801715	23.94787602	23.90547626	23.60690482	24.28696272	24.62989038	24.19434557	25.0693101	23.83328541	23.59590794	24.06289276	23.87619898	24.74985721	24.63886492	24.55107701	23.94682851	23.62422536	24.10580819	24.84194725	24.49169147	24.98794525	24.47208962	25.09639028	24.15815043	24.93979601	NA	24.42262	24.57357027	24.47514688	24.90401169	23.99756074	23.78113782	24.48457227	23.60401472	24.81552936	23.89970643	24.2778647	24.28251319	23.75788247	23.7839518	25.00640448	24.41309982	24.4441552	24.82554473	24.76578635	24.24516931	24.8908295	24.63335835	24.42761652	24.37421746	24.58989357	23.55906716	24.56436652	24.19625988	24.25523861	23.57389835	24.29680371	23.69277647	25.03565869	24.59957054	NA	24.59736191	24.25431002	24.35982492	24.54298074	23.57793427	23.49862346	24.67083408	24.72586733	24.07580269	24.14242313	23.96878009	24.95676552	24.12186117	23.60422298	23.84010489	24.14906341	24.49205478	23.59502911	23.56045093	23.61360476	24.10292552	24.42186924	23.79662866	24.74211417	24.35292753	23.64536478	23.85528399	23.76588874	24.92133886	24.63758894	24.40226328	24.23356	24.15876083	24.36226248	24.36920462	23.59953874	23.73236617	23.93611633	24.82577279	24.36851388	24.57924903	24.24616372	24.01749247	23.94393764	24.17268743	24.24115022	23.57486154	24.27291151	23.636434	24.2606188	23.78723182	24.47963927	23.88369445	24.09807175	24.37272275	24.2173119	24.39529724	23.92811373	24.38748231	23.91009929	24.56278525	24.52904641	24.27777767	24.26647873	24.59554772	24.73472744	24.00247776	24.7216464	24.08836734	24.74563849	24.56724888	24.66879817	25.2998064	23.85507153	24.19142876	24.92098589	24.3696615	24.48764717	25.3656462	25.10495018	24.39867151	24.45835126	24.31608071	24.37438094	24.29329373	24.08815485	23.7079349	24.36960439	24.49639622	24.39534618	24.37099411	24.10342716	24.75771407	24.25912575	24.49451382	24.25394749	24.42769784	24.26410401	23.53671445	24.67085325	24.99074391	24.28541294	24.73291891	24.81652089	24.69310048	24.96885982	24.07500797	24.26681186	25.03714481	24.98504098	24.59803351	24.85299787	24.4789207	24.88928416	25.37153823	24.39168567	23.95589019	24.25909454	23.88685346	24.53284131	24.92017037	23.7656781	23.95322089	24.02289357	24.52025303	23.62510968	23.80223704	23.61839737	25.30324098	23.83886544	24.18323398	24.37704588	24.43422348	24.98557479	24.04225534	25.45578503	23.52576059	24.13848185	24.90294309	23.99020694		Msn	Msn	Msn	Msn
