,gene
4621,Gm13481
4622,Gm13483
4623,Gm13493
4624,Gm13498
4625,Gm13502
4626,Gm13525
4627,Gm13532
4628,Gm13552
4629,Gm13568
4630,Gm13577
4631,Gm13586
4632,Gm13588
4633,Gm13589
4634,Gm13604
4635,Gm13611
4636,Gm13622
4637,Gm13623
4638,Gm13629
4639,Gm13641
4640,Gm13642
4641,Gm13653
4642,Gm13665
4643,Gm13675
4644,Gm13680
4645,Gm13736
4646,Gm13740
4647,Gm13743
4648,Gm13791
4649,Gm13803
4650,Gm13815
4651,Gm13831
4652,Gm13832
4653,Gm13835
4654,Gm13841
4655,Gm13853
4656,Gm13882
4657,Gm13886
4658,Gm13921
4659,Gm14017
4660,Gm14018
4661,Gm14024
4662,Gm14026
4663,Gm14036
4664,Gm14044
4665,Gm14051
4666,Gm14052
4667,Gm14064
4668,Gm14091
4669,Gm14094
4670,Gm14121
4671,Gm14127
4672,Gm14130
4673,Gm14133
4674,Gm14137
4675,Gm14138
4676,Gm14150
4677,Gm14164
4678,Gm14165
4679,Gm14176
4680,Gm14200
4681,Gm14221
4682,Gm14231
4683,Gm14237
4684,Gm14243
4685,Gm14253
4686,Gm14270
4687,Gm14274
4688,Gm14277
4689,Gm14278
4690,Gm14279
4691,Gm14288
4692,Gm14295
4693,Gm14296
4694,Gm14303
4695,Gm14304
4696,Gm14305
4697,Gm14308
4698,Gm14322
4699,Gm14325
4700,Gm14326
4701,Gm14327
4702,Gm14336
4703,Gm14373
4704,Gm14383
4705,Gm14387
4706,Gm14388
4707,Gm14391
4708,Gm14393
4709,Gm14398
4710,Gm14399
4711,Gm14400
4712,Gm14401
4713,Gm14403
4714,Gm14405
4715,Gm14406
4716,Gm14410
4717,Gm14412
4718,Gm14414
4719,Gm14416
4720,Gm14418
4721,Gm14419
4722,Gm14421
4723,Gm14427
4724,Gm14438
4725,Gm14440
4726,Gm14444
4727,Gm14459
4728,Gm14488
4729,Gm14491
4730,Gm14494
4731,Gm14513
4732,Gm14527
4733,Gm14539
4734,Gm14541
4735,Gm14567
4736,Gm14569
4737,Gm14586
4738,Gm14598
4739,Gm14630
4740,Gm14632
4741,Gm14634
4742,Gm14643
4743,Gm14648
4744,Gm14650
4745,Gm14661
4746,Gm14681
4747,Gm14697
4748,Gm14698
4749,Gm14706
4750,Gm14719
4751,Gm14730
4752,Gm14760
4753,Gm14798
4754,Gm14813
4755,Gm14820
4756,Gm14830
4757,Gm14845
4758,Gm14858
4759,Gm14925
4760,Gm14966
4761,Gm14970
4762,Gm15032
4763,Gm15066
4764,Gm15067
4765,Gm15148
4766,Gm15151
4767,Gm15163
4768,Gm15191
4769,Gm15198
4770,Gm15222
4771,Gm15264
4772,Gm15267
4773,Gm15270
4774,Gm15286
4775,Gm15310
4776,Gm15337
4777,Gm15348
4778,Gm15349
4779,Gm15361
4780,Gm15385
4781,Gm15387
4782,Gm15396
4783,Gm15404
4784,Gm15417
4785,Gm15421
4786,Gm15427
4787,Gm15428
4788,Gm15432
4789,Gm15446
4790,Gm15452
4791,Gm15454
4792,Gm15457
4793,Gm15458
4794,Gm15459
4795,Gm15464
4796,Gm15467
4797,Gm15483
4798,Gm15486
4799,Gm15498
4800,Gm15500
4801,Gm15501
4802,Gm15535
4803,Gm15536
4804,Gm15541
4805,Gm15542
4806,Gm15564
4807,Gm15590
4808,Gm15596
4809,Gm15599
4810,Gm15610
4811,Gm15614
4812,Gm15616
4813,Gm15645
4814,Gm15653
4815,Gm15657
4816,Gm15661
4817,Gm15682
4818,Gm15694
4819,Gm15697
4820,Gm15703
4821,Gm15710
4822,Gm15728
4823,Gm15730
4824,Gm15738
4825,Gm15745
4826,Gm15770
4827,Gm15772
4828,Gm15773
4829,Gm15779
4830,Gm15785
4831,Gm15790
4832,Gm15793
4833,Gm15794
4834,Gm15795
4835,Gm15796
4836,Gm15834
4837,Gm15839
4838,Gm15843
4839,Gm15866
4840,Gm15867
4841,Gm15921
4842,Gm15932
4843,Gm15946
4844,Gm15950
4845,Gm15966
4846,Gm15975
4847,Gm15981
4848,Gm15983
4849,Gm15997
4850,Gm16008
4851,Gm16020
4852,Gm16025
4853,Gm16053
4854,Gm16060
4855,Gm16061
4856,Gm16066
4857,Gm16089
4858,Gm16090
4859,Gm16106
4860,Gm16124
4861,Gm16126
4862,Gm16148
4863,Gm16165
4864,Gm16191
4865,Gm16196
4866,Gm16205
4867,Gm16238
4868,Gm16286
4869,Gm16287
4870,Gm16332
4871,Gm16335
4872,Gm16341
4873,Gm16342
4874,Gm16364
4875,Gm16378
4876,Gm16379
4877,Gm16380
4878,Gm16385
4879,Gm16399
4880,Gm16409
4881,Gm16412
4882,Gm16415
4883,Gm16416
4884,Gm16418
4885,Gm16427
4886,Gm16433
4887,Gm16471
4888,Gm16490
4889,Gm16494
4890,Gm16505
4891,Gm16510
4892,Gm16550
4893,Gm16571
4894,Gm16580
4895,Gm16582
4896,Gm16585
4897,Gm16589
4898,Gm16596
4899,Gm16618
4900,Gm16675
4901,Gm1673
4902,Gm16754
4903,Gm16759
4904,Gm16845
4905,Gm17018
4906,Gm17066
4907,Gm17082
4908,Gm17106
4909,Gm1715
4910,Gm17150
4911,Gm17201
4912,Gm17214
4913,Gm17215
4914,Gm17241
4915,Gm17251
4916,Gm17300
4917,Gm17359
4918,Gm17484
4919,Gm17494
4920,Gm17501
4921,Gm17511
4922,Gm17541
4923,Gm17657
4924,Gm17660
4925,Gm17669
4926,Gm17756
4927,Gm17767
4928,Gm17786
4929,Gm17807
4930,Gm17828
4931,Gm17938
4932,Gm17971
4933,Gm18025
4934,Gm18078
4935,Gm18103
4936,Gm18119
4937,Gm18147
4938,Gm18194
4939,Gm18214
4940,Gm18283
4941,Gm18541
4942,Gm18562
4943,Gm18584
4944,Gm1866
4945,Gm18722
4946,Gm18728
4947,Gm18736
4948,Gm18805
4949,Gm18860
4950,Gm18889
4951,Gm18904
4952,Gm18913
4953,Gm18959
4954,Gm18999
4955,Gm19087
4956,Gm19221
4957,Gm19246
4958,Gm19265
4959,Gm19287
4960,Gm19299
4961,Gm19366
4962,Gm19409
4963,Gm19426
4964,Gm1943
4965,Gm19466
4966,Gm19503
4967,Gm19583
4968,Gm19587
4969,Gm19620
4970,Gm1968
4971,Gm19696
4972,Gm19705
4973,Gm19739
4974,Gm1976
4975,Gm19782
4976,Gm19810
4977,Gm19945
4978,Gm19951
4979,Gm2000
4980,Gm20033
4981,Gm2004
4982,Gm2007
4983,Gm20075
4984,Gm20091
4985,Gm20098
4986,Gm20110
4987,Gm20125
4988,Gm20186
4989,Gm20257
4990,Gm2026
4991,Gm20268
4992,Gm20274
4993,Gm20300
4994,Gm20302
4995,Gm20305
4996,Gm20342
4997,Gm20356
4998,Gm20369
4999,Gm20379
5000,Gm20422
5001,Gm20430
5002,Gm20431
5003,Gm20442
5004,Gm20449
5005,Gm20458
5006,Gm20472
5007,Gm20509
5008,Gm20517
5009,Gm20532
5010,Gm20556
5011,Gm20559
5012,Gm20560
5013,Gm20568
5014,Gm20570
5015,Gm20597
5016,Gm20615
5017,Gm20619
5018,Gm20634
5019,Gm20661
5020,Gm20679
5021,Gm20732
5022,Gm20752
5023,Gm20754
5024,Gm20757
5025,Gm2076
5026,Gm20762
5027,Gm20767
5028,Gm20768
5029,Gm20784
5030,Gm20819
5031,Gm20900
5032,Gm20915
5033,Gm20939
5034,Gm2099
5035,Gm21092
5036,Gm21119
5037,Gm2115
5038,Gm2117
5039,Gm21178
5040,Gm21188
5041,Gm21321
5042,Gm21399
5043,Gm21411
5044,Gm21596
5045,Gm2164
5046,Gm21739
5047,Gm21769
5048,Gm21781
5049,Gm21811
5050,Gm21815
5051,Gm21865
5052,Gm21894
5053,Gm21926
5054,Gm21963
5055,Gm21972
5056,Gm21977
5057,Gm21982
5058,Gm21985
5059,Gm2199
5060,Gm21992
5061,Gm2214
5062,Gm22146
5063,Gm2225
5064,Gm22418
5065,Gm2260
5066,Gm22692
5067,Gm22751
5068,Gm22774
5069,Gm22973
5070,Gm2308
5071,Gm23444
5072,Gm23472
5073,Gm2367
5074,Gm23744
5075,Gm2381
5076,Gm23823
5077,Gm2383
5078,Gm23849
5079,Gm2387
5080,Gm23935
5081,Gm2395
5082,Gm24081
5083,Gm2423
5084,Gm24245
5085,Gm24270
5086,Gm24272
5087,Gm24276
5088,Gm24447
5089,Gm2445
5090,Gm24497
5091,Gm2451
5092,Gm24588
5093,Gm24949
5094,Gm24950
5095,Gm2531
5096,Gm2541
5097,Gm25432
5098,Gm2573
5099,Gm25911
5100,Gm25939
5101,Gm26035
5102,Gm2607
5103,Gm2614
5104,Gm2619
5105,Gm26316
5106,Gm26384
5107,Gm26445
5108,Gm26461
5109,Gm26476
5110,Gm26510
5111,Gm26511
5112,Gm26520
5113,Gm26533
5114,Gm26542
5115,Gm26549
5116,Gm26555
5117,Gm26569
5118,Gm26585
5119,Gm26594
5120,Gm26612
5121,Gm26618
5122,Gm26691
5123,Gm26705
5124,Gm26707
5125,Gm26708
5126,Gm26713
5127,Gm26737
5128,Gm26754
5129,Gm26756
5130,Gm26760
5131,Gm26766
5132,Gm26787
5133,Gm26796
5134,Gm26815
5135,Gm2682
5136,Gm26839
5137,Gm26871
5138,Gm26873
5139,Gm26881
5140,Gm26885
5141,Gm26887
5142,Gm26893
5143,Gm26983
5144,Gm27003
5145,Gm27010
5146,Gm27042
5147,Gm2710
5148,Gm27167
5149,Gm27177
5150,Gm27188
5151,Gm2735
5152,Gm27477
5153,Gm2792
5154,Gm28051
5155,Gm28052
5156,Gm28055
5157,Gm28065
5158,Gm281
5159,Gm2810
5160,Gm28153
5161,Gm2830
5162,Gm28373
5163,Gm2840
5164,Gm28403
5165,Gm28417
5166,Gm28437
5167,Gm28438
5168,Gm28439
5169,Gm28494
5170,Gm28504
5171,Gm28530
5172,Gm28539
5173,Gm28578
5174,Gm2862
5175,Gm28635
5176,Gm28661
5177,Gm28694
5178,Gm28729
5179,Gm28843
5180,Gm28883
5181,Gm28905
5182,Gm28911
5183,Gm28960
5184,Gm29103
5185,Gm29123
5186,Gm29216
5187,Gm29257
5188,Gm29264
5189,Gm29266
5190,Gm29283
5191,Gm29394
5192,Gm29502
5193,Gm29506
5194,Gm29514
5195,Gm29521
5196,Gm29536
5197,Gm29554
5198,Gm29570
5199,Gm29585
5200,Gm2962
5201,Gm29666
5202,Gm29668
5203,Gm29682
5204,Gm29683
5205,Gm29687
5206,Gm29721
5207,Gm29724
5208,Gm29736
5209,Gm29740
5210,Gm29770
5211,Gm29771
5212,Gm29773
5213,Gm29788
5214,Gm2981
5215,Gm29865
5216,Gm2991
5217,Gm29992
5218,Gm2a
5219,Gm30023
5220,Gm30025
5221,Gm30043
5222,Gm30052
5223,Gm30093
5224,Gm30192
5225,Gm30251
5226,Gm30363
5227,Gm30467
5228,Gm30551
5229,Gm30619
5230,Gm30624
5231,Gm30667
5232,Gm3076
5233,Gm30835
5234,Gm30881
5235,Gm30928
5236,Gm30938
5237,Gm30954
5238,Gm31026
5239,Gm31045
5240,Gm31108
5241,Gm31135
5242,Gm31166
5243,Gm31218
5244,Gm31243
5245,Gm31282
5246,Gm31323
5247,Gm31333
5248,Gm31369
5249,Gm31374
5250,Gm3143
5251,Gm31458
5252,Gm3147
5253,Gm3150
5254,Gm31518
5255,Gm3160
5256,Gm31615
5257,Gm31641
5258,Gm31645
5259,Gm31706
5260,Gm31718
5261,Gm31763
5262,Gm31793
5263,Gm32027
5264,Gm32031
5265,Gm32122
5266,Gm3219
5267,Gm32256
5268,Gm3226
5269,Gm32341
5270,Gm32442
5271,Gm32536
5272,Gm32585
5273,Gm32618
5274,Gm32633
5275,Gm32780
5276,Gm32856
5277,Gm32857
5278,Gm32884
5279,Gm32885
5280,Gm32899
5281,Gm32916
5282,Gm32926
5283,Gm3294
5284,Gm33037
5285,Gm33053
5286,Gm33125
5287,Gm33148
5288,Gm33178
5289,Gm33201
5290,Gm33312
5291,Gm3333
5292,Gm33508
5293,Gm3355
5294,Gm3362
5295,Gm3365
5296,Gm33680
5297,Gm33732
5298,Gm3375
5299,Gm3379
5300,Gm33882
5301,Gm33958
5302,Gm33981
5303,Gm34022
5304,Gm34045
5305,Gm34078
5306,Gm34084
5307,Gm34091
5308,Gm34099
5309,Gm34152
5310,Gm3417
5311,Gm34276
5312,Gm34284
5313,Gm3435
5314,Gm34368
5315,Gm34432
5316,Gm34455
5317,Gm3448
5318,Gm34544
5319,Gm34552
5320,Gm34597
5321,Gm34667
5322,Gm34678
5323,Gm34719
5324,Gm34804
5325,Gm34816
5326,Gm34821
5327,Gm34964
5328,Gm35041
5329,Gm3507
5330,Gm35106
5331,Gm3511
5332,Gm35188
5333,Gm35215
5334,Gm35217
5335,Gm3526
5336,Gm35288
5337,Gm3531
5338,Gm35315
5339,Gm35330
5340,Gm35333
5341,Gm3534
5342,Gm35438
5343,Gm3550
5344,Gm35549
5345,Gm35558
5346,Gm35570
5347,Gm3565
5348,Gm35657
5349,Gm35696
5350,Gm3571
5351,Gm35721
5352,Gm35769
5353,Gm35853
5354,Gm35867
5355,Gm35933
5356,Gm35934
5357,Gm36033
5358,Gm36037
5359,Gm3604
5360,Gm36074
5361,Gm36128
5362,Gm36210
5363,Gm36211
5364,Gm36264
5365,Gm36283
5366,Gm3633
5367,Gm36431
5368,Gm36594
5369,Gm36595
5370,Gm36608
5371,Gm36642
5372,Gm36694
5373,Gm3671
5374,Gm36738
5375,Gm36936
5376,Gm3695
5377,Gm36964
5378,Gm3699
5379,Gm37009
5380,Gm37070
5381,Gm37108
5382,Gm37109
5383,Gm37144
5384,Gm3716
5385,Gm37164
5386,Gm37202
5387,Gm37240
5388,Gm37245
5389,Gm37258
5390,Gm37267
5391,Gm37421
5392,Gm3744
5393,Gm3745
5394,Gm37486
5395,Gm37494
5396,Gm3756
5397,Gm37606
5398,Gm37621
5399,Gm37711
5400,Gm37733
5401,Gm37738
5402,Gm37760
5403,Gm37795
5404,Gm37800
5405,Gm3785
5406,Gm37850
5407,Gm3787
5408,Gm3788
5409,Gm37988
5410,Gm3800
5411,Gm38047
5412,Gm38056
5413,Gm3809
5414,Gm38166
5415,Gm38211
5416,Gm38247
5417,Gm38299
5418,Gm38319
5419,Gm38343
5420,Gm3839
5421,Gm38391
5422,Gm38392
5423,Gm38394
5424,Gm38574
5425,Gm38699
5426,Gm38825
5427,Gm38973
5428,Gm3924
5429,Gm39326
5430,Gm39363
5431,Gm3940
5432,Gm39469
5433,Gm3953
5434,Gm39556
5435,Gm40123
5436,Gm4013
5437,Gm4017
5438,Gm40323
5439,Gm4035
5440,Gm40437
5441,Gm40438
5442,Gm4045
5443,Gm40457
5444,Gm40466
5445,Gm40578
5446,Gm40638
5447,Gm40658
5448,Gm40663
5449,Gm4070
5450,Gm4076
5451,Gm40770
5452,Gm40841
5453,Gm40847
5454,Gm41030
5455,Gm41041
5456,Gm4107
5457,Gm41077
5458,Gm41168
5459,Gm4117
5460,Gm41230
5461,Gm41333
5462,Gm41335
5463,Gm41361
5464,Gm41414
5465,Gm4149
5466,Gm41555
5467,Gm41611
5468,Gm41664
5469,Gm41724
5470,Gm41780
5471,Gm41793
5472,Gm41804
5473,Gm41821
5474,Gm41836
5475,Gm4202
5476,Gm4204
5477,Gm42047
5478,Gm42067
5479,Gm42432
5480,Gm42436
5481,Gm42456
5482,Gm4247
5483,Gm42567
5484,Gm42573
5485,Gm4258
5486,Gm42666
5487,Gm42669
5488,Gm42674
5489,Gm42725
5490,Gm42743
5491,Gm42791
5492,Gm42798
5493,Gm42814
5494,Gm42845
5495,Gm42856
5496,Gm42884
5497,Gm42906
5498,Gm42917
5499,Gm4294
5500,Gm42977
5501,Gm42997
5502,Gm43008
5503,Gm43028
5504,Gm43091
5505,Gm43110
5506,Gm43122
5507,Gm43123
5508,Gm43137
5509,Gm43154
5510,Gm43158
5511,Gm43243
5512,Gm43247
5513,Gm43274
5514,Gm43304
5515,Gm4332
5516,Gm43333
5517,Gm4335
5518,Gm43362
5519,Gm4342
5520,Gm43464
5521,Gm43471
5522,Gm43509
5523,Gm43511
5524,Gm43519
5525,Gm4353
5526,Gm43541
5527,Gm43549
5528,Gm4356
5529,Gm43578
5530,Gm43584
5531,Gm43608
5532,Gm43640
5533,Gm43652
5534,Gm4366
5535,Gm43684
5536,Gm43688
5537,Gm43712
5538,Gm43719
5539,Gm43731
5540,Gm43738
5541,Gm43775
5542,Gm43780
5543,Gm43823
5544,Gm43824
5545,Gm4383
5546,Gm43841
5547,Gm43942
5548,Gm43960
5549,Gm43980
5550,Gm44050
5551,Gm44077
5552,Gm44083
5553,Gm44090
5554,Gm44150
5555,Gm44187
5556,Gm44196
5557,Gm44257
5558,Gm44261
5559,Gm44284
5560,Gm44341
5561,Gm44386
5562,Gm44419
5563,Gm44503
5564,Gm44511
5565,Gm44574
5566,Gm4459
5567,Gm44609
5568,Gm44618
5569,Gm4462
5570,Gm44639
5571,Gm44640
5572,Gm4468
5573,Gm44696
5574,Gm44705
5575,Gm44767
5576,Gm44768
5577,Gm44777
5578,Gm4478
5579,Gm44787
5580,Gm44899
5581,Gm44920
5582,Gm45051
5583,Gm45075
5584,Gm4510
5585,Gm45118
5586,Gm45124
5587,Gm45144
5588,Gm45162
5589,Gm45184
5590,Gm45193
5591,Gm45194
5592,Gm45251
5593,Gm45323
5594,Gm45338
5595,Gm45341
5596,Gm4540
5597,Gm45420
5598,Gm45454
5599,Gm45456
5600,Gm45459
5601,Gm45471
5602,Gm45477
5603,Gm45554
5604,Gm45576
5605,Gm45588
5606,Gm45609
5607,Gm45660
5608,Gm45699
5609,Gm45716
5610,Gm45718
5611,Gm45734
5612,Gm4575
5613,Gm45808
5614,Gm45846
5615,Gm45855
5616,Gm45861
5617,Gm4587
5618,Gm45871
5619,Gm45895
5620,Gm45928
5621,Gm4600
5622,Gm4609
5623,Gm4613
5624,Gm46136
5625,Gm46142
5626,Gm4617
5627,Gm46203
5628,Gm46209
5629,Gm4631
5630,Gm46323
5631,Gm46332
5632,Gm46344
5633,Gm46401
5634,Gm46430
5635,Gm46432
5636,Gm46515
5637,Gm46516
5638,Gm4654
5639,Gm46542
5640,Gm46610
5641,Gm46649
5642,Gm4673
5643,Gm47003
5644,Gm47021
5645,Gm4705
5646,Gm47057
5647,Gm47071
5648,Gm47077
5649,Gm4708
5650,Gm47086
5651,Gm47095
5652,Gm47157
5653,Gm47193
5654,Gm47200
5655,Gm47201
5656,Gm47240
5657,Gm47251
5658,Gm47283
5659,Gm4735
5660,Gm47350
5661,Gm4737
5662,Gm47381
5663,Gm4739
5664,Gm47392
5665,Gm47416
5666,Gm4742
5667,Gm47465
5668,Gm47467
5669,Gm47469
5670,Gm47480
5671,Gm47481
5672,Gm47496
5673,Gm4750
5674,Gm47515
5675,Gm47532
5676,Gm4754
5677,Gm4755
5678,Gm47553
5679,Gm4756
5680,Gm47564
5681,Gm47594
5682,Gm47599
5683,Gm4761
5684,Gm47655
5685,Gm47681
5686,Gm47687
5687,Gm47743
5688,Gm47758
5689,Gm47760
5690,Gm47761
5691,Gm47771
5692,Gm47782
5693,Gm47820
5694,Gm47833
5695,Gm4786
5696,Gm47861
5697,Gm4788
5698,Gm47882
5699,Gm47889
5700,Gm47917
5701,Gm4799
5702,Gm47990
5703,Gm48050
5704,Gm48067
5705,Gm48088
5706,Gm48099
5707,Gm48108
5708,Gm4811
5709,Gm48146
5710,Gm48159
5711,Gm48202
5712,Gm48226
5713,Gm48228
5714,Gm4824
5715,Gm4828
5716,Gm4832
5717,Gm4833
5718,Gm4835
5719,Gm48370
5720,Gm4852
5721,Gm4853
5722,Gm48530
5723,Gm48557
5724,Gm4859
5725,Gm48594
5726,Gm48610
5727,Gm48657
5728,Gm4869
5729,Gm48690
5730,Gm48691
5731,Gm48707
5732,Gm48746
5733,Gm4876
5734,Gm48789
5735,Gm48825
5736,Gm48849
5737,Gm4887
5738,Gm48877
5739,Gm48896
5740,Gm48903
5741,Gm48909
5742,Gm48913
5743,Gm48942
5744,Gm48943
5745,Gm49011
5746,Gm49017
5747,Gm49024
5748,Gm49126
5749,Gm49138
5750,Gm49162
5751,Gm49164
5752,Gm49165
5753,Gm49172
5754,Gm49207
5755,Gm49218
5756,Gm4924
5757,Gm49249
5758,Gm4926
5759,Gm4928
5760,Gm49313
5761,Gm49314
5762,Gm49325
5763,Gm49329
5764,Gm49336
5765,Gm49337
5766,Gm49357
5767,Gm49359
5768,Gm4936
5769,Gm49361
5770,Gm4939
5771,Gm49439
5772,Gm49445
5773,Gm49450
5774,Gm49454
5775,Gm49457
5776,Gm4948
5777,Gm49496
5778,Gm49497
5779,Gm4950
5780,Gm4951
5781,Gm49527
5782,Gm4953
5783,Gm49573
5784,Gm49582
5785,Gm49586
5786,Gm49587
5787,Gm4959
5788,Gm49594
5789,Gm49599
5790,Gm49625
5791,Gm4963
5792,Gm49673
5793,Gm4968
5794,Gm49689
5795,Gm49691
5796,Gm49692
5797,Gm49707
5798,Gm49708
5799,Gm49736
5800,Gm49739
5801,Gm4974
5802,Gm49747
5803,Gm49767
5804,Gm49797
5805,Gm49817
5806,Gm49839
5807,Gm49857
5808,Gm4986
5809,Gm4987
5810,Gm49883
5811,Gm49890
5812,Gm49933
5813,Gm49936
5814,Gm49948
5815,Gm4995
5816,Gm49953
5817,Gm4997
5818,Gm49980
5819,Gm49981
5820,Gm50010
5821,Gm50019
5822,Gm50024
5823,Gm50041
5824,Gm50045
5825,Gm50058
5826,Gm50059
5827,Gm50140
5828,Gm50185
5829,Gm50230
5830,Gm50237
5831,Gm50240
5832,Gm50255
5833,Gm50306
5834,Gm50322
5835,Gm50353
5836,Gm50371
5837,Gm50375
5838,Gm50401
5839,Gm50430
5840,Gm50432
5841,Gm50455
5842,Gm50461
5843,Gm5047
5844,Gm50476
5845,Gm50481
5846,Gm50488
5847,Gm5054
5848,Gm5055
5849,Gm5070
5850,Gm5075
5851,Gm5093
5852,Gm5103
5853,Gm5120
5854,Gm5121
5855,Gm5127
5856,Gm5134
5857,Gm5139
5858,Gm5141
5859,Gm5148
5860,Gm5150
5861,Gm5160
5862,Gm5165
5863,Gm5176
5864,Gm5203
5865,Gm5218
5866,Gm5228
5867,Gm5230
5868,Gm5239
5869,Gm5257
5870,Gm5292
5871,Gm5321
5872,Gm5356
5873,Gm5391
5874,Gm5406
5875,Gm5422
5876,Gm5424
5877,Gm5425
5878,Gm5426
5879,Gm5430
5880,Gm5436
5881,Gm5445
5882,Gm5446
5883,Gm5451
5884,Gm5457
5885,Gm5469
5886,Gm5471
5887,Gm5473
5888,Gm5487
5889,Gm5491
5890,Gm5507
5891,Gm5511
5892,Gm5512
5893,Gm5518
5894,Gm5523
5895,Gm5525
5896,Gm5526
5897,Gm5527
5898,Gm553
5899,Gm5535
5900,Gm5539
5901,Gm5550
5902,Gm5555
5903,Gm5558
5904,Gm5560
5905,Gm5561
5906,Gm5564
5907,Gm5566
5908,Gm5575
5909,Gm5586
5910,Gm5596
5911,Gm5605
5912,Gm5609
5913,Gm5611
5914,Gm5617
5915,Gm5619
5916,Gm5620
5917,Gm5621
5918,Gm5626
5919,Gm5627
5920,Gm5637
5921,Gm5641
5922,Gm5643
5923,Gm5644
5924,Gm5654
5925,Gm5678
5926,Gm5687
5927,Gm572
5928,Gm5735
5929,Gm5766
5930,Gm5776
5931,Gm5781
5932,Gm5784
5933,Gm5786
5934,Gm5789
5935,Gm5791
5936,Gm5801
5937,Gm5805
5938,Gm5822
5939,Gm5824
5940,Gm5830
5941,Gm5835
5942,Gm5837
5943,Gm5841
5944,Gm5842
5945,Gm5844
5946,Gm5845
5947,Gm5850
5948,Gm5853
5949,Gm5857
5950,Gm5865
5951,Gm5869
5952,Gm5870
5953,Gm5871
5954,Gm5879
5955,Gm5883
5956,Gm5898
5957,Gm5904
5958,Gm5905
5959,Gm5909
5960,Gm5915
5961,Gm5917
5962,Gm5921
5963,Gm5928
5964,Gm5931
5965,Gm5937
5966,Gm5940
5967,Gm5963
5968,Gm5981
5969,Gm6023
5970,Gm6028
5971,Gm6030
5972,Gm6035
5973,Gm6039
5974,Gm6043
5975,Gm6051
5976,Gm6054
5977,Gm6055
5978,Gm6060
5979,Gm6063
5980,Gm6075
5981,Gm6085
5982,Gm6087
5983,Gm609
5984,Gm6104
5985,Gm6109
5986,Gm6112
5987,Gm6133
5988,Gm6136
5989,Gm6139
5990,Gm6141
5991,Gm6142
5992,Gm6155
5993,Gm6159
5994,Gm6166
5995,Gm6169
5996,Gm6170
5997,Gm6177
5998,Gm6180
5999,Gm6181
6000,Gm6185
6001,Gm6204
6002,Gm6206
6003,Gm6209
6004,Gm6210
6005,Gm6218
6006,Gm6222
6007,Gm6252
6008,Gm6254
6009,Gm6266
6010,Gm6270
6011,Gm6278
6012,Gm6286
6013,Gm6292
6014,Gm6311
6015,Gm6316
6016,Gm6335
6017,Gm6336
6018,Gm6341
6019,Gm6352
6020,Gm6363
6021,Gm6368
6022,Gm6375
6023,Gm6382
6024,Gm6392
6025,Gm6394
6026,Gm6402
6027,Gm6411
6028,Gm6419
6029,Gm6421
6030,Gm6428
6031,Gm6430
6032,Gm6433
6033,Gm6440
6034,Gm6444
6035,Gm6450
6036,Gm6451
6037,Gm6467
6038,Gm6474
6039,Gm6475
6040,Gm6477
6041,Gm6483
6042,Gm6485
6043,Gm6501
6044,Gm6520
6045,Gm6525
6046,Gm6540
6047,Gm6542
6048,Gm6543
6049,Gm6548
6050,Gm6552
6051,Gm6560
6052,Gm6563
6053,Gm6564
6054,Gm6565
6055,Gm6576
6056,Gm6581
6057,Gm6592
6058,Gm6594
6059,Gm6599
6060,Gm6602
6061,Gm6612
6062,Gm6627
6063,Gm6663
6064,Gm6665
6065,Gm6681
6066,Gm6682
6067,Gm6710
6068,Gm6712
6069,Gm6724
6070,Gm6733
6071,Gm6745
6072,Gm6755
6073,Gm6767
6074,Gm6787
6075,Gm6788
6076,Gm6789
6077,Gm6794
6078,Gm6807
6079,Gm6808
6080,Gm6822
6081,Gm6851
6082,Gm6863
6083,Gm6867
6084,Gm6871
6085,Gm6883
6086,Gm6899
6087,Gm6900
6088,Gm6905
6089,Gm6913
6090,Gm6916
6091,Gm6937
6092,Gm6969
6093,Gm6974
6094,Gm6975
6095,Gm6977
6096,Gm6978
6097,Gm6982
6098,Gm6987
6099,Gm6988
6100,Gm6992
6101,Gm6997
6102,Gm7027
6103,Gm7043
6104,Gm7072
6105,Gm7079
6106,Gm7091
6107,Gm7094
6108,Gm7102
6109,Gm7115
6110,Gm7117
6111,Gm7125
6112,Gm7135
6113,Gm7143
6114,Gm7172
6115,Gm7177
6116,Gm7180
6117,Gm7192
6118,Gm7198
6119,Gm7204
6120,Gm7206
6121,Gm7232
6122,Gm7240
6123,Gm7241
6124,Gm7247
6125,Gm7252
6126,Gm7253
6127,Gm7269
6128,Gm7285
6129,Gm7287
6130,Gm7290
6131,Gm7292
6132,Gm7299
6133,Gm7308
6134,Gm7318
6135,Gm7324
6136,Gm7331
6137,Gm7332
6138,Gm7334
6139,Gm7335
6140,Gm7336
6141,Gm7370
6142,Gm7380
6143,Gm7384
6144,Gm7392
6145,Gm7399
6146,Gm7413
6147,Gm7422
6148,Gm7424
6149,Gm7429
6150,Gm7432
6151,Gm7434
6152,Gm7436
6153,Gm7449
6154,Gm7468
6155,Gm7476
6156,Gm7482
6157,Gm7504
6158,Gm7536
6159,Gm7542
6160,Gm7561
6161,Gm7565
6162,Gm7589
6163,Gm7591
6164,Gm7599
6165,Gm7600
6166,Gm7614
6167,Gm7618
6168,Gm7622
6169,Gm7638
6170,Gm765
6171,Gm7658
6172,Gm7665
6173,Gm7666
6174,Gm7669
6175,Gm7676
