"","C10_A1_1","C10_A1_3","C10_A1_4","C10_A2_1","C10_A2_3","C10_A2_4","C10_A4_1","C10_A4_3","C10_A4_4","C10_A5_1","C10_A5_3","C10_A5_4","C10_A8_1","C10_A8_3","C10_B1_1","C10_B1_3","C10_B1_4","C10_B2_1","C10_B2_4","C10_B3_1","C10_B3_3","C10_B3_4","C10_B4_3","C10_B5_1","C10_B5_3","C10_B5_4","C10_B6_1","C10_B6_3","C10_B6_4","C10_C1_3","C10_C1_4","C10_C2_3","C10_C3_1","C10_C3_3","C10_C3_4","SVEC_A1_1","SVEC_A1_2","SVEC_A1_3","SVEC_A1_4","SVEC_A2_1","SVEC_A2_3","SVEC_A2_4","SVEC_A4_1","SVEC_A4_2","SVEC_A4_3","SVEC_A4_4","SVEC_A5_1","SVEC_A5_2","SVEC_A5_3","SVEC_A5_4","SVEC_A8_2","SVEC_A8_3","SVEC_A8_4","SVEC_B1_1","SVEC_B1_2","SVEC_B1_3","SVEC_B1_4","SVEC_B2_2","SVEC_B3_1","SVEC_B3_2","SVEC_B3_3","SVEC_B3_4","SVEC_B4_1","SVEC_B4_4","SVEC_B5_1","SVEC_B5_2","SVEC_B5_3","SVEC_B5_4","SVEC_B6_1","SVEC_B6_2","SVEC_B6_3","SVEC_B6_4","SVEC_C1_1","SVEC_C1_2","SVEC_C1_3","SVEC_C1_4","SVEC_C2_2","SVEC_C2_4","SVEC_C3_1","SVEC_C3_2","SVEC_C3_3","SVEC_C3_4","C10_A6_3","C10_A7_1","C10_A7_3","C10_A7_4","C10_C6_3","SVEC_A6_1","SVEC_A6_3","SVEC_A6_4","SVEC_A7_1","SVEC_A7_4","SVEC_C6_1","SVEC_C6_2","C10_C1_1","C10_B7_1","C10_B7_3","C10_B7_4","C10_C2_1","C10_C2_4","C10_C6_1","SVEC_A7_2","SVEC_A7_3","SVEC_B7_1","SVEC_B7_3","SVEC_B7_4","SVEC_C2_3","SVEC_C6_3","SVEC_C6_4","C10_B2_3","C10_C5_3","SVEC_C5_2","SVEC_C5_3","SVEC_C5_4","C10_A6_1","C10_A6_4","C10_B4_1","C10_B4_4","C10_B8_1","C10_B8_3","C10_B8_4","C10_C5_1","C10_C5_4","C10_C6_4","C10_C7_1","C10_C7_4","C10_C8_1","C10_C8_3","C10_C8_4","SVEC_A6_2","SVEC_B2_1","SVEC_B2_4","SVEC_B4_2","SVEC_B4_3","SVEC_B7_2","SVEC_B8_1","SVEC_B8_2","SVEC_B8_3","SVEC_B8_4","SVEC_C5_1","SVEC_C7_1","SVEC_C7_2","SVEC_C7_3","SVEC_C7_4","SVEC_C8_1","SVEC_C8_2","SVEC_C8_3","SVEC_C8_4","SVEC_A8_1","SVEC_C2_1","C10_C4_1","C10_C4_3","C10_C4_4","SVEC_B2_3","SVEC_C4_1","SVEC_C4_3","SVEC_C4_4","C10_A8_4","SVEC_C4_2"
"Cul4b",15.4517435400399,15.0757988056156,15.6380517572815,15.6159943329214,16.3228480566528,15.2854637105679,15.6859465385205,15.3305579313151,15.6168576097325,16.0217584640085,15.7602466927982,14.9115481755639,15.337354728005,16.0263535371736,15.0053897010654,16.0182363208199,15.3388945756952,15.9515381790115,15.5734568392924,15.7105112121615,15.8518499899715,15.4230889290401,15.3025374810247,15.0811643643613,15.4371019811795,15.5795692967856,15.3990244686768,15.2487372313688,15.7469299452336,14.880654881713,15.5457198923295,15.6250123700896,15.7077509806949,15.2017482604261,15.4776761705475,15.4749981319575,16.1532482802637,15.4845230318883,15.631563670566,15.4532904129486,15.235485106408,15.4101108394991,15.0981236673147,15.4895118730914,15.5025859324378,16.2015519474021,15.5829559466754,15.5936159073034,15.6367236446322,15.2412449324254,15.9008192774033,15.2383571150458,15.0683117041273,15.568801411683,15.584468779521,15.6055086129133,15.6009890648363,15.8181686209063,15.4213161884529,15.3271035921707,15.3539199703146,15.5246234377957,15.0597232850965,15.5375182564182,15.9367907036568,15.7260564115559,15.5416898480792,15.3695600269406,15.6214356260811,15.3463937446274,15.4402323806687,16.2314710266124,15.6066284215445,15.6995173566136,15.9603895926196,15.7953136176735,15.6079455711725,15.5834794798057,16.4130323648537,15.529319074269,15.243853987388,15.8841373068628,15.4626680568539,15.5087724563372,15.5114037212576,15.6375674561837,15.5550640977137,15.5024004308415,15.4757241071025,15.530118618548,15.6460077981856,15.6178207789007,15.4953962857175,15.4661126775611,15.633838215734,15.4918680348071,15.4041378185409,15.5500282484232,15.4467654889262,15.0716287568639,15.6085517663916,15.5232133263072,15.6083137239198,15.698493677757,15.5826348727247,15.4458165621547,15.6172298852983,15.4939008407405,15.6149015392761,15.5705294872599,15.4571180005487,15.7697624584449,15.6464992472532,15.4903046386006,15.5422029877254,15.5957064634978,15.6990911335857,15.2524241792711,15.5217631196826,15.610228977298,15.5466379543038,15.5803986077217,15.0774077570432,15.1557003361197,15.4618138588023,15.4130479355337,15.4115539381976,15.6474245045653,15.3322399807812,15.4395934318202,15.4435287606066,15.7285804485252,15.7649303578304,15.5845243357131,15.2153628682508,15.5414657195395,15.6046515787662,15.462565573594,15.4711360966303,15.5257639953073,15.6291754101591,15.6019479009377,15.5119511049208,15.7181183356017,15.5474182252843,15.7238942956539,15.6468797144066,15.7728074451535,15.7112361056876,15.0832814207358,15.6037239137641,15.5300686914924,15.638541689197,15.6648436546141,15.6521252806147,15.5178440146636,15.5067569296297,15.2816319119697,15.2952456892708
"Plxnb2",17.1752016151407,16.5268284079993,17.293239340035,17.9134059770132,17.2870003689778,17.1052957253195,16.8217749629237,16.8482649675748,17.2518463157131,16.9157667027329,16.8698318814106,16.6335368425168,17.3415578803846,17.428674875411,17.0469651293606,17.1684974468089,17.4946888578921,16.9471916765646,17.6829596704027,17.215407586466,17.0431671809684,17.277372597822,16.672028852657,17.1390566186801,17.1662619641326,17.1727579831188,17.0562947789384,17.4848823023988,16.8248196223488,17.5130521008729,17.1982889265424,17.5419236926661,17.1687518311187,17.2005140633769,17.0158613001234,17.5020102184574,16.72762729785,16.6977746763476,17.5104359907811,17.1427681206691,16.7916842575431,17.0612445928379,17.2962131445216,17.524829342092,17.0780767193523,16.445458743026,16.882134967627,17.3804226213675,17.3556053127013,17.4739069945132,16.7984129018986,17.5223990403549,16.9707116949611,17.3347780281931,16.8393733715939,17.4967149789605,17.2047974042598,17.3056370367775,17.2634645307325,16.8744160798431,17.1414740653785,17.5262524088722,17.7703498413942,17.2136537595544,17.0530839245934,17.2324194251364,17.0527097279112,17.2417574418397,16.8887785986284,17.147213082483,16.6700330371926,17.9103562794986,16.5691118330638,16.9050657567049,17.3976071457571,16.8944457906253,16.9611684666101,17.1656546845666,16.9250665569842,17.3577112948925,17.3119505907307,17.0252120658409,17.6252402186743,16.588284840177,16.7849256493518,17.7437446064695,16.6334810472065,17.291267817863,16.6395028059528,17.4089340731927,17.0698372365305,17.2994308787404,17.0777017997004,16.9698947243106,17.4137416553251,17.0046363586348,17.2942423782395,17.3272441377034,16.8900962491472,17.2042867645377,16.2778854837934,16.9518847226235,17.6319878927246,16.7428698102598,17.5059823323447,16.2886638288646,17.9235019291823,17.1227416939851,17.2255579602336,17.6365853885384,17.1450582046833,17.1567648224097,17.2132878835253,16.7944368766811,16.7674797607295,17.2416355929323,17.582422366477,16.9196193969969,16.7129834501791,16.9093480650147,16.4954813624243,16.594864774662,17.3761428742205,17.4199080935872,17.3457554958889,17.3280564633747,16.2262948792532,16.5885342673181,17.3517125053156,16.26546494991,17.1626280191183,16.6156422210466,16.7370088326313,17.1484120562007,17.3943815708151,17.1417636308477,17.0286826475304,17.5134098066668,17.5981442568189,17.1965396566253,16.552556709323,16.556083500572,17.3928597043393,17.0534418810474,17.3601173223381,16.7709925580574,17.1479867955213,16.8925254974118,17.1575626445873,17.2133401459105,17.175396120109,17.0897498388114,17.1366971405379,17.2255436736603,17.0662582443308,17.3277969922643,17.0912178520991,17.5143291013087,17.133576075385
"H2ac4",18.7022956432329,19.2006657939271,19.2246315865771,18.6720861604876,19.0954858584546,19.6787034458256,19.3273960697327,19.4771712522662,19.3431548937751,18.897945154677,19.6379327904984,19.5359386576308,20.4326497116187,18.6805285316369,20.3093542019564,18.6939076570223,18.9765900782773,19.1652500858707,19.2132403371099,19.9526964924971,19.4751664891361,20.0840889299545,20.261565372898,20.1998045863604,19.0106757401565,19.189779282143,19.7237007820517,19.941963123045,18.8662258263575,19.2624401108042,19.1591350460801,18.96671066209,18.841168782634,18.9720690199872,19.6303115376258,20.2909478337849,18.9613317433563,19.807545208723,18.9273650939904,19.766566696487,19.2332702738384,19.4835237032082,19.7602258266813,19.0930423722901,19.0575120943697,19.9782789179662,19.3208866520945,18.7486418254837,19.8532984352969,19.8052102386944,19.270234776231,18.9226281840945,19.1510278290741,19.444973772252,18.816924412222,19.1928783020413,19.2496331846729,18.747560715829,19.1015550808803,18.9951679434175,19.3039085028012,18.4281966456458,18.8737505959433,19.1790717272611,20.0899007869564,19.3956190944151,19.3449172987897,18.8199544942249,19.1332582583337,19.2408615847617,19.3816835116337,19.6463258902671,19.942022890677,19.591069550262,19.1575542122375,19.2539892876837,18.782713782909,19.6892830350821,19.8438300465678,19.9800839269157,19.1695656331808,19.3264852354925,19.6293906167902,18.7848781597818,19.4171554951192,19.6941512657253,20.0558543749367,20.8178154119927,18.9166605880557,19.3240785093063,19.2512057038539,19.3875421453035,19.1241663495282,19.6345087099485,19.031758269979,19.0637365136095,19.8412375498088,19.0811140492368,18.7604951051374,19.9923196429368,19.4166557428257,20.2370253224015,19.4263695796691,19.6642110158123,19.2626190445005,19.5084678698796,19.2405337916998,19.5776000463075,19.6074129945517,19.5912657024853,19.0249293994728,19.2630356004236,19.0027187999388,19.4769164394612,19.1689037535379,19.305054909235,19.4182789870017,20.1620809769366,19.7921640329509,19.6311170961753,18.5005833163774,19.297806023387,20.1123581597659,18.5322141700586,20.0034204883617,20.2384086674239,19.0046126135081,19.3864571384864,19.7541927985039,19.6718505214661,19.8686797213204,19.5925663253652,19.1311534396286,19.0349795874151,20.127351257676,18.5090731938442,19.3315207195842,19.8756622225715,19.5838589560592,19.5723056531121,18.6682971881673,19.571344291814,19.4101384729208,19.4179124251828,19.451653086747,19.9720715043539,19.1782363583635,19.6225363341802,19.4071253937414,20.1446418819851,19.3799755149735,19.1131977527008,19.2992657111775,19.1509123929237,19.5517205403642,19.0383262917514,19.9781303522466,19.7721567107516,20.0511119981595
"Gls",16.8225435347161,17.5593792818016,16.3282017446594,16.9269354588247,16.3893147168577,16.7894489966219,15.4559802201373,16.3251599079128,16.3075314710772,17.4122421935268,16.5088964817817,15.7163304017902,17.6056540660292,17.7474822302355,17.338123722395,16.464882748811,16.5019240730629,16.7132999991557,16.9637447200733,17.4058975522302,16.8948526201243,16.8498505844583,17.2476962316999,17.5297878043475,17.043381418099,17.063744437538,17.4395666783519,17.8016953728245,16.3363154978734,17.1744890817023,17.45400300446,16.9852851910729,17.0497782310765,17.7881494881717,16.9402859676566,17.1151678741678,17.4700293330559,17.210519166233,16.962957227603,17.4125507380109,16.8827470145055,16.7311017294325,16.7102871300104,15.3116041892317,15.9133244545497,15.9952674537982,16.7102835400499,16.5750464184566,17.3980817312691,16.223125110506,16.8895467807103,16.6326747909307,16.906538986823,16.784983874339,17.1369151534503,16.7967632809898,17.1762731017625,17.9702470906718,17.0288927838548,17.3682932816669,16.6555118130063,17.4956353896315,16.5887765700912,16.7364863729674,17.1130079968226,16.5054379240865,17.2156792072667,16.5228094157766,16.5656266937801,17.2444419527987,17.9897465243993,16.7420749426007,16.9510819614446,17.4315171728309,16.9327082850556,16.8039392395494,16.8549387277275,17.5967438010028,17.2262260735273,16.8159935378488,17.1181684304288,17.4013941588612,18.2255669516023,17.2051124802142,16.7759316313528,16.7708530314899,16.8738651261774,17.2393359401296,17.0887272503339,15.8809802049789,16.4103957648043,17.0177804618071,16.1682636794037,16.3407794937729,17.0239140052388,16.48814254227,16.802272316349,17.2754192807669,16.6303914797312,16.7505594698219,16.4928237498405,17.0358211018465,16.9024474991589,15.7926594992013,17.0647239995074,15.9075703544125,16.5772745467922,16.8069439123437,17.1407327244031,16.5134098609653,17.3313351507005,16.7058166191499,16.9063460816472,16.6291966967839,16.4447616533179,17.2858259837032,16.3301145291358,17.8603124308464,16.8430989206232,17.3221506151881,16.3597187541564,16.4177406187072,17.8088763336123,17.5482529137743,17.2754803534252,17.6678450583917,17.0260456920184,16.7183643927006,17.3212333688821,16.8976378623885,16.2757889761855,17.0530503405514,16.4017527935131,17.4401645839358,17.4968033172931,16.714176499074,16.784046986477,17.5152337790052,16.2899271067509,16.8164229283217,16.4884459879588,16.6680877312745,17.1825604611939,16.3816413524634,15.1329259980981,16.8558921900063,16.9259018510993,16.6070790797037,16.6105338550701,17.0694982707358,16.9029327597892,16.6809001800117,16.9761348924131,17.3989052972884,16.187580516712,16.836439184945,17.4643002509207,17.6627282790823,17.4913995085522
"Gcn1",16.5918330614906,16.2238788501722,16.7028742515607,16.603751921122,17.0299539091936,16.820544853737,16.4905654215399,17.3539575968393,16.6921373909113,16.9125503914984,17.0352537903709,16.6037680083014,15.7363790039727,16.8319836394954,16.0304925265046,16.5729872686194,16.545817361015,16.9789409936696,16.1529379919097,16.4018257806772,17.0688652470739,16.6727993231835,15.7253295551763,15.4889229195095,16.8934266612647,17.0782870338567,16.5316927041182,16.3044868247322,16.3993629699887,16.3437727317031,16.9629052234141,16.85635899596,16.7777588818217,15.6436599506822,16.5892950237921,16.0867273305596,17.0132455940726,16.4508810311751,17.3872517807495,16.1691948573464,16.1960032308761,16.5660164463311,16.4144079838119,15.8323370958998,16.1976445453629,16.2837570716193,16.8859723370772,15.8132105851354,16.3009819813775,16.35403270169,16.6118715108081,16.3829875602233,16.5865628002929,15.925200256637,17.2720651959822,16.78929553963,16.3113178274702,16.8210058110672,16.8444208700606,16.4006073620306,16.5236350195736,15.9894913433357,17.3569599344226,16.748669635481,16.517824253354,16.5195330726712,16.3792437287599,16.4171530191021,16.6366514230813,17.0233912205965,16.531368385674,16.2191964994398,16.5772553113132,16.498410127837,16.5224534668379,15.9941848040967,16.5137619950726,16.1595301715278,16.419279184065,16.5255824356203,16.3827184232983,16.845906107144,17.0752912599788,15.76245296702,16.7530711730891,16.404658523402,16.8507416032623,15.9581121719539,16.9950029995444,16.0473458054524,16.6074585146541,16.6591349804206,17.1527764680932,16.7773197812559,17.0376142964398,16.7416534026257,16.7255488715936,16.8780083993301,16.7899019904902,16.0928352170805,16.5082530022597,16.7449149882905,16.7479873573652,16.4806173121605,16.3423085513056,16.4039152003435,16.7017749208943,15.7187001467291,16.1877119460603,16.7103876437439,17.0874916565348,15.8941956225189,16.5726639145711,16.8083268455103,17.0671246203666,16.7324564085553,16.1846798972752,15.8658639872276,16.5364250612615,16.8578049147771,16.7163839251294,16.3185672756438,15.6479957747859,15.5073768084622,16.0402640108444,16.0642944824004,16.8085511359173,16.9068523253458,15.7136883633211,15.8258463187562,16.5380748920023,15.8751803984989,16.8093062732786,16.3281901558827,15.5945027051811,16.2297538562334,16.7343625498948,15.9068522741784,16.4564867626709,16.155651216662,16.8504690123768,16.7466395542754,15.853093348172,16.8671212525171,16.3049016912268,16.3862098723336,16.4986919687668,16.5725223273821,16.1595179800649,15.9337495828534,16.8505116615962,17.0039676404543,16.8155170763258,16.7665206202806,16.6530468702249,16.4413514934879,16.1725670951067,15.9223795427627,15.4826302943485
"Rnf213",18.0366887878953,18.1169668740555,18.184429816494,18.1073517225932,17.9816415783712,18.8017182002864,17.813388829587,18.4251624610076,17.7646906515286,17.6694836692012,17.9804750119401,18.2086916754542,17.6965587824627,17.9909337814887,18.2933524940351,18.0071529486677,18.0632616177647,17.8602647306272,18.2516006694174,17.9911123161445,17.814331956584,18.0684713209375,18.1398920321931,18.0146125291195,18.2764412484738,17.8719410412778,18.0008483481394,18.0627756050927,18.3036397636953,18.1375115728733,17.6619047661334,18.1092235553424,18.0614996103721,18.122848546117,17.8565838044552,18.3748917134484,18.2052656945758,19.3456471131198,18.1170366815476,18.0387655083065,18.4549682172529,18.1673125260778,18.6252498525694,18.3513754574255,18.4165752155827,18.342255636528,18.4963568319221,18.4436479318115,18.6745518498123,18.6966025199423,18.8811857497133,18.6891365631295,18.501510150043,18.2700651306638,18.0115583903908,18.9858821327552,18.4151619574083,17.8474613529212,18.3948450366991,18.5828161993448,18.7866192073882,18.4908458451788,18.0412076252104,18.6060949315247,18.410281440244,18.5866536579785,18.314046283477,18.7691475771777,18.9028030156115,18.4581774904393,18.3026528900154,17.9625209035337,18.8011403209015,18.2711953213904,18.5384319923023,18.5374873147976,18.9195154723671,18.0505726426424,18.2419385719727,18.5114860662854,18.6948807687064,18.2827590158846,18.4011731507903,18.0110087895955,18.4060824227576,18.776749978472,17.9751934162821,18.1287164568228,19.0920351166803,18.4926332575304,17.8503171214848,17.9955322229248,18.1336825371552,18.2434011471084,18.0569522585375,17.5648802898156,18.4060025504403,18.0898862229469,18.0797443157455,18.3630324383389,18.3809345094453,18.5015324544289,18.3263046404751,18.4595052232875,18.6575201232249,18.3355076385243,17.8613755405993,18.3623961530754,18.3459567702838,18.090441636103,17.8700612809418,18.2324038349137,18.505241791941,18.2477416924215,17.872954421247,18.0021030069059,18.0343932325662,18.2362566289013,18.3476265671929,18.1773637728561,17.8291248599533,18.328538470791,18.0789983014387,18.4226900968484,17.5575756657326,18.2070852186298,17.9981921657042,18.2322121593515,17.9928380215161,18.1117187827094,18.4657383888194,18.3142819754354,18.5411627052434,18.4638866872185,18.8768124719072,18.4418303692032,18.228861876988,18.8408713550056,18.0214378838562,19.0436187197769,18.707036222109,18.4605268933525,18.7201502433741,18.5621405343063,18.7067801185035,18.1768441794949,18.6819358514576,18.4970380560223,18.4956562841611,18.3617082138487,17.8029556150219,18.1104078248133,17.8951805837191,18.7149484404685,18.1636442250704,19.0412060027669,18.3314729659025,18.1021506698712,18.3403786578101
"Nolc1",18.3241309231029,18.0239205855644,18.6966736354811,18.4617290494662,18.1831745954858,18.0624882971166,18.4868337220862,18.07249942177,18.3161878666553,18.0192761003956,18.2093482265473,18.3809299466218,18.2469576859856,17.8617848258098,18.4871170742397,17.2605247143022,18.239652382527,18.1961380349159,17.7722551587752,18.4027389967962,17.6387698162506,18.2501691932464,18.7527321569996,18.3448984480399,18.4715762793226,18.7492272295789,18.5737987696143,18.2271028902859,17.6817547135895,18.5595139312488,18.075061232067,18.1241613499286,18.3275073956526,17.3126805136604,18.4500027339922,18.3233289398779,18.4459465331365,18.7818890168801,17.8577900536841,18.4357635315668,18.1474986390938,18.4178120977391,18.5160076074977,18.2671721218146,18.3430748968713,17.9030070018791,18.4075905676243,18.2558377762156,18.7933879516018,17.741097447826,18.4848031353693,18.8765294856202,18.403910004162,18.5239438941172,18.390534186328,18.4409338036095,18.094072276407,17.8983987115448,18.5191381085709,17.5411984554157,18.4638935888188,18.488352226859,18.383591001536,17.9823644754896,18.3243741911745,18.1431735340723,18.6319359088209,18.0945321069505,17.6380951428824,17.9105577431186,18.2263192857249,18.1944358614342,18.093526179908,18.6955156598209,18.3906551114591,17.3123700728838,19.0227248127116,18.264362468716,18.0603591722688,18.2902190154861,18.2876703005487,18.7822721476001,17.8029569854513,17.6907344903066,18.3407752897403,17.4670669797542,18.0698501130685,18.4493818859583,18.484188429267,18.0007411272204,17.9391708962945,18.6658484854528,17.6174907360828,17.8305691577024,18.32419967945,18.6313564829597,18.2211843458529,18.1028271227394,18.1862563311579,18.1811047819269,18.5509782801091,18.652156580036,18.5003627487192,18.9939173100631,18.6429242072767,18.0359765196265,18.4043560739713,18.454425328689,18.1205247733683,18.7821400234911,17.9714440983147,18.6207436865406,19.0325266277907,18.2006983616877,18.9489651321211,18.4675257518851,17.8272576233063,18.4297426431059,18.9308700653033,17.8808289782274,18.1969507719546,17.600117005016,18.2686415230361,18.4648617582351,18.3468015089061,18.43228218178,19.1959779717486,18.5052135873209,18.0065903986545,18.7123231635786,18.4869782445378,18.0292271404897,17.7373741559851,17.9695078942829,17.8352301510811,17.7670197526295,18.3809729426437,18.6267749086452,18.4297504132522,17.7703498186312,18.0420574101109,18.0586587852597,19.0051539211297,17.8054488371628,18.1142026904908,18.3425005141791,18.6585700194016,18.0003046643714,17.6888543892182,17.9550835687095,17.9097178406048,17.5328660699267,18.5240236479942,18.6137213681033,17.9115039055997,18.3367830631222,18.222840998192,18.5381508020491,18.6059584727205
"Numa1",18.3276866412523,18.7328977334741,17.9090192704078,18.5925982728664,18.1880339991288,18.717171512336,18.690274546923,18.7242659532819,18.5387652086187,18.3893781856888,18.6241334574083,18.1028971412202,18.7362776313349,18.1838797186468,18.5476526307368,18.3838679782021,19.0804939191062,18.4058079510267,18.1468577066314,18.882294237594,18.4444161614182,18.3174365803052,18.8484378483134,18.3370681135454,18.7305005108221,18.6452422594919,18.7714259788274,18.2885443758082,18.0362575347945,18.753147688806,18.172591825818,18.7351286222458,18.5270293261477,18.7124935140677,18.3829590683286,18.7506840843959,18.4754934036629,18.5674491297644,18.7809252309441,18.1135879223365,18.9239280258692,18.391387899148,17.9100776003268,18.8660775287923,18.4317498706894,17.9401066790044,18.7280955386167,17.9553725723709,18.9877578528313,18.409825386702,18.2760448840315,18.3853794733266,18.7421102991256,18.3514191919526,17.9399849846501,18.4915805601516,18.5014547665444,18.8563382150156,18.4562888252094,18.5288835273512,18.6066867950124,18.2125702831666,18.0947196412737,18.3285620583684,18.1145891802935,18.490022980795,18.3756965622647,18.7945616673054,18.4670690479493,18.5386262671749,18.8399211052219,18.5150927271256,18.3623482244531,18.4619124975725,17.9603536503702,18.8417058110631,18.6748588975104,18.7736523830761,17.8977468762915,18.8229535574978,18.5466679041964,18.0507801713493,18.3923123747422,18.6086265683878,19.1931621019892,18.2256873862479,19.1252194536932,18.9154657256383,18.3057748857948,17.9176890584365,18.0694643254675,17.9545389219301,18.2443451664092,18.5285433681492,18.6917807504922,18.3140384226267,18.5347692587576,18.7540223640191,18.7941082308647,17.8421405566731,18.3261101201424,18.5256524342735,18.7175558272014,18.1764076665619,18.1066423962083,18.6681005788767,18.0955222535432,18.9032167854685,18.2780447439605,18.8948708761624,18.0074850403311,18.3468448392175,18.59263784291,18.3581722101524,18.7697982917028,18.5999238518745,18.5343631261439,18.731608846363,18.4383698304235,17.8917560005027,18.6980655083969,18.6877944127355,18.7419506497768,18.0639725841396,18.8365290746668,18.6903791991558,18.0734670968286,18.5399571451381,18.1709756133553,18.4205752976888,18.1995732631076,18.5796228713409,18.1320927428346,18.5802342926829,18.6130343114486,18.1177536081675,18.6292711948432,18.7470434534436,18.9471429322429,18.5309783281944,18.7174961205402,18.6493320630379,18.5957189883091,18.5050781561242,18.8265025582569,18.2491699663572,18.4223502829704,18.7695128634906,18.2992271154689,18.6245114136133,18.601815276711,18.1852173681886,18.6328338232003,18.3914452048082,17.8804502352207,18.6093016969928,18.7844150539982,18.6878434866378,18.8887256825492
"Tpr",18.3499101931111,17.5701645208514,17.7666619345085,17.1735127768158,18.1818803929281,17.6090784635659,17.7952828446914,17.9557255221597,18.0091519549369,17.5395670435104,17.3207814727493,17.8964594920249,17.7303493054171,17.501929709102,17.674842905263,17.5774999169024,17.7595661913631,17.5176425446754,17.6932801898122,17.3059198247651,17.9327116710495,18.2953288391289,17.9151496483902,17.8720348340473,18.1151777239494,17.8844940979499,17.8975998053665,17.8239854494674,17.6813057869906,17.8130956164425,17.4901594655161,17.9693982567692,17.9791979892753,18.075650700063,17.3489191182673,18.1391485755145,17.7764981675316,17.3633139603575,17.848091094423,18.0346141973481,17.8471037764906,18.196515118543,17.5427367270646,17.1955699766303,17.8333504967788,18.410067233632,17.6564608245718,18.2515837184359,18.067234385554,18.0425997442446,18.1611035717589,18.0767215518683,18.1188563510989,18.2948239063966,18.0894187003157,17.8896624383538,17.6794043589455,17.4452817393153,17.9464902178754,18.3404929972682,17.726081145885,17.5171324148324,18.2335114527965,17.6854725200064,18.0671798770454,17.6865869439904,17.7344080632284,17.4635626408619,17.4328839355367,18.3287790784597,17.9068207943144,17.8340274267196,17.8755531790557,17.6303673817973,18.3056828704883,18.0876727065928,18.3311278107846,17.3382141242652,17.8924859472149,17.9511257771037,18.0410153091029,17.4524015338959,17.3602456446394,17.3124642594127,18.2674750979665,17.9494288110978,17.9759184934132,18.4035161062548,17.7557929471203,17.9961226202857,17.9592642558441,17.4648627365442,17.5808899065266,18.2419267957671,17.8438583897388,17.5879432441379,17.5891784943024,17.6616730460728,17.9133832169618,17.8760761926385,17.6712463629791,17.9671565449832,18.0336990711875,18.2308693304355,17.9915896738512,17.8254807305326,17.9379313610402,18.5901208329015,17.5300832556021,18.2566738176836,17.3911538189555,17.9403771857215,18.0214390111853,17.6596437450889,17.6646831807219,17.5908046121809,17.573452226568,17.5037308217454,17.3514905097265,17.4237899627595,18.1458791753053,17.7468526502157,17.6709641266368,17.762932651965,17.8187730973521,17.8192131584098,17.4999163466284,17.9195149276514,17.8555603206052,18.0720082800929,17.8174714875601,17.9342579643177,18.1936673387839,17.8247297374911,17.9544896585044,18.0647039092033,18.2116085601867,18.0780256910609,17.6606704114903,18.3799281479125,17.497886685068,17.7000446316075,18.0753918396975,17.9123102650515,18.5101520141286,17.865916659894,17.4446218767592,17.733891799437,17.8560867823383,18.037991082452,17.9839860421841,17.6185971960259,17.6141575264788,18.4446297347999,17.9755001002589,17.4466108070099,17.8473571095867,17.6892338749462,18.4177170684028
